"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAGI3",7.37908721017045e-20,2.4164314168895,0.038,0.012,1.52968477866833e-15
"PAPOLA",7.73858568820048e-20,0.12283959780057,0.356,0.522,1.60420881316396e-15
"B4GALT5",7.88612400025794e-20,-0.186043910513942,0.074,0.126,1.63479350525347e-15
"PPM1M",7.94383784606126e-20,-0.337824821252169,0.051,0.094,1.6467575854885e-15
"PLXNA2",8.27678607629036e-20,1.84401086812753,0.063,0.029,1.71577775361499e-15
"GDF11",8.28525017558349e-20,-0.40668316724766,0.026,0.059,1.71753236139846e-15
"CDK16",8.35701468290611e-20,-0.20127292122522,0.055,0.101,1.73240914376644e-15
"PNMA1",8.5039120814951e-20,-0.44358616377633,0.029,0.064,1.76286097449393e-15
"STXBP2",8.72411410996405e-20,-0.185074482607791,0.277,0.375,1.80850885499555e-15
"NCKAP1L",8.76615652204388e-20,-0.127105445273306,0.111,0.175,1.8172242470197e-15
"CUL4A",8.78633460220343e-20,-0.138335694131369,0.08,0.135,1.82140716303677e-15
"MRGBP",9.48940471567191e-20,-0.547798958722392,0.023,0.055,1.96715359755879e-15
"RGS3",9.61937885517245e-20,1.58869935151832,0.08,0.042,1.99409723667725e-15
"SLAMF6",9.97454745561522e-20,-0.188479829171156,0.006,0.025,2.06772368754903e-15
"PTGER1",1.0304746132184e-19,-2.95120700319386,0.002,0.016,2.13617387320175e-15
"PTMS",1.06230464056334e-19,0.612573049703715,0.392,0.352,2.2021575198878e-15
"OGDH",1.0849284925236e-19,-0.275606235733763,0.064,0.113,2.24905676500141e-15
"TC2N",1.14331986987465e-19,1.38851974933289,0.053,0.021,2.37010209025016e-15
"CCNB1IP1",1.14936945120563e-19,1.41934472933488,0.121,0.076,2.38264287234926e-15
"DNTTIP2",1.21277803685398e-19,0.121713507963357,0.16,0.245,2.5140888703983e-15
"CXCL1",1.22610512503273e-19,-0.571751924414293,0.063,0.109,2.54171592419286e-15
"NOP56",1.22855828972134e-19,0.133505164519313,0.188,0.281,2.54680133459233e-15
"F8",1.27227468933256e-19,2.12896826616734,0.101,0.06,2.63742543098639e-15
"FER",1.32121991161497e-19,2.33254541266542,0.055,0.023,2.73888887677784e-15
"PAK4",1.34576161236082e-19,1.86083145509634,0.067,0.032,2.78976382242399e-15
"GRWD1",1.42218224476956e-19,-0.126013198755134,0.047,0.09,2.94818379340731e-15
"DYNC2LI1",1.46941361465582e-19,1.75273333359174,0.079,0.041,3.04609442318151e-15
"RALA",1.49539279829121e-19,0.388195580669925,0.195,0.292,3.09994927085768e-15
"EIF3K",1.50052442218407e-19,0.35650413220496,0.681,0.789,3.11058712718759e-15
"PARD3",1.64153570362343e-19,2.21814707859463,0.034,0.01,3.40290351361137e-15
"DFNB31",1.67163180310805e-19,-1.55827583569014,0.006,0.026,3.46529272784299e-15
"BCKDHA",1.68293420575312e-19,-1.4756093434945,0.003,0.02,3.48872260852621e-15
"ZFAT",1.70549039941805e-19,-0.654173781454368,0.006,0.025,3.53548159799362e-15
"TIAM1",1.71106956817764e-19,-0.851939070475525,0.026,0.058,3.54704721483225e-15
"MSANTD3",1.74278927112714e-19,-0.748801156816815,0.02,0.05,3.61280215904657e-15
"CTLA4",1.81686913401023e-19,-3.0979361711683,0.001,0.014,3.76636971480321e-15
"ARHGAP17",1.83902824606868e-19,-0.315623466002025,0.047,0.088,3.81230555410038e-15
"QTRT1",1.85675911535846e-19,0.145200959551838,0.083,0.14,3.84906164613808e-15
"BCL6",1.86338032537636e-19,-0.211979095476333,0.067,0.117,3.86278741450519e-15
"NSMAF",1.91896652517055e-19,-0.420881287127215,0.06,0.106,3.97801760667855e-15
"APOL3",1.97503189345781e-19,1.65299496007306,0.109,0.067,4.09424111513805e-15
"FOLR3",2.03670370431474e-19,1.26144632490468,0.079,0.04,4.22208677904446e-15
"FH",2.13049725653169e-19,-0.210251614166839,0.084,0.139,4.4165208127902e-15
"PPP1R9A",2.18408932619486e-19,2.76603294857931,0.031,0.008,4.52761717320195e-15
"CCSER2",2.19943290584516e-19,1.27037283518846,0.164,0.117,4.55942441381702e-15
"TMEM140",2.20243756616403e-19,0.391341771272658,0.059,0.107,4.56565307465803e-15
"ZMYND11",2.24085210109929e-19,1.64586605112641,0.102,0.06,4.64528640557884e-15
"TBC1D2",2.29610585892429e-19,-0.425783173938592,0.049,0.091,4.75982744555004e-15
"CCL13",2.39588520451595e-19,-1.04521554747418,0.028,0.061,4.96667002896156e-15
"PIP5K1B",2.42138417020931e-19,2.27574802864915,0.068,0.033,5.01952938484389e-15
"HRH2",2.43432965281949e-19,-0.497183458440053,0.02,0.05,5.04636537029481e-15
"SLC30A1",2.47336356174122e-19,-0.103759508629213,0.04,0.08,5.12728266348955e-15
"FBXO18",2.51034949049484e-19,0.342253084962309,0.061,0.111,5.20395449379581e-15
"HSCB",2.65596039190036e-19,0.171258002653381,0.065,0.116,5.50580589240944e-15
"MFSD14B",2.70173738388928e-19,-0.268167685675348,0.064,0.111,5.60070159680249e-15
"METTL23",2.84966369475663e-19,0.216731329814871,0.145,0.226,5.90735283923048e-15
"PFKFB3",2.89797714022887e-19,0.184664043729463,0.132,0.206,6.00750661169445e-15
"THOC2",2.93674143918369e-19,1.24349468938161,0.214,0.17,6.08786500342779e-15
"MRPL35",2.94725591751237e-19,-0.104201263157805,0.061,0.108,6.10966151700315e-15
"RNF113A",2.96463175629229e-19,0.209432703008322,0.081,0.136,6.14568163079391e-15
"PHLDB1",3.05938141848481e-19,2.12704638796569,0.067,0.033,6.34209768051901e-15
"RNPEPL1",3.07306175196264e-19,0.126201224864312,0.091,0.151,6.37045701181854e-15
"DUT",3.2210646227383e-19,0.75484732778708,0.346,0.317,6.67726696293649e-15
"ACAT1",3.55017213865793e-19,1.00148647162318,0.265,0.223,7.3595068434379e-15
"VWA5A",3.55711837771616e-19,-0.153065694408703,0.039,0.077,7.37390639700559e-15
"GEMIN5",3.58803912649335e-19,2.1917289229538,0.048,0.019,7.43800510922071e-15
"PHACTR3",3.61132422488184e-19,3.95456467391299,0.02,0.002,7.48627511818005e-15
"AC233755.1",3.62120394863572e-19,-6.07527885034012,0,0.011,7.50675578552185e-15
"CTD-2231E14.8",3.62120394863572e-19,-7.22450251630668,0,0.011,7.50675578552185e-15
"TFEB",3.73011875106879e-19,-0.277151164532038,0.026,0.059,7.7325361709656e-15
"FAM71D",3.78955939674736e-19,-2.9972344745329,0.001,0.015,7.85575662945729e-15
"TRAPPC3",3.88432128098662e-19,0.17357322381137,0.222,0.332,8.05219801548526e-15
"WWC1",4.01470399783979e-19,2.69864762033002,0.026,0.005,8.32248138752189e-15
"TBC1D7",4.0435912812895e-19,-0.343398763220789,0.046,0.086,8.38236472611314e-15
"OSBPL1A",4.07459615472792e-19,1.12424988722401,0.126,0.08,8.44663782875098e-15
"PRKD2",4.1120668671643e-19,0.267801074039518,0.049,0.093,8.52431461563159e-15
"CD300E",4.23264952514721e-19,0.141584615123821,0.078,0.133,8.77428246563016e-15
"RAB9A",4.51971820675092e-19,0.206564170280772,0.13,0.203,9.36937584259466e-15
"HAX1",4.60416681860883e-19,0.267810954448021,0.237,0.355,9.5444378149761e-15
"CRACR2B",4.64922588090647e-19,0.208501098347262,0.046,0.088,9.6378452511191e-15
"NDUFAF6",4.68764284162567e-19,-0.165449994224902,0.048,0.09,9.71748361069002e-15
"C10orf128",4.85340165107192e-19,-0.421724066192071,0.07,0.119,1.00611016226721e-14
"GSTM3",4.87689669852039e-19,1.95274557008149,0.114,0.073,1.01098068560328e-14
"PHLDB2",4.9197671251514e-19,2.52967075255236,0.038,0.012,1.01986772504388e-14
"TGFBR3L",4.92340077730421e-19,-0.739442624649118,0.004,0.02,1.02062098113516e-14
"USP47",4.93505398957693e-19,1.35240255458469,0.167,0.121,1.0230366920393e-14
"CDH11",4.94862433707029e-19,2.24963962241014,0.044,0.016,1.02584982507467e-14
"TP53BP2",5.0993156801054e-19,-0.192792845924377,0.063,0.111,1.05708814048585e-14
"TSEN15",5.10879396917713e-19,0.109408065515166,0.066,0.117,1.05905298981042e-14
"YES1",5.26052508576318e-19,1.91412216723923,0.093,0.053,1.09050685027871e-14
"UQCRQ",5.31013157462031e-19,-0.142447917370828,0.618,0.808,1.10079027541879e-14
"EFNB1",5.34651695644695e-19,1.6714223128156,0.085,0.046,1.10833296507145e-14
"RELT",5.42099924993449e-19,-0.264564509377843,0.043,0.083,1.12377314451142e-14
"CST3",5.46249118595317e-19,0.205139433031197,0.822,0.767,1.13237442284809e-14
"FAM134B",5.54553324322683e-19,1.38630309444004,0.063,0.029,1.14958904132092e-14
"HAGLR",5.70274134178621e-19,2.5176968544948,0.021,0.003,1.18217828015228e-14
"FGFR2",5.77524657054288e-19,2.39155705386326,0.026,0.005,1.19720861407354e-14
"SULT1B1",6.05346605337828e-19,2.77465621420456,0.025,0.005,1.25488351286532e-14
"FGFR1OP2",6.0797837660559e-19,0.37089117008632,0.194,0.296,1.26033917470339e-14
"SRA1",6.15086369059871e-19,0.101921040936841,0.183,0.273,1.27507404306111e-14
"DOK4",6.25294768391513e-19,2.62673148347689,0.029,0.007,1.29623605487561e-14
"BMP3",6.61721477651704e-19,3.20428339163691,0.02,0.002,1.37174862317198e-14
"SSTR1",6.64293550822134e-19,4.0050568869242,0.019,0.002,1.37708053085428e-14
"TLCD2",7.48382443630861e-19,1.96312056211508,0.042,0.015,1.55139680564677e-14
"APOBEC3C",7.60247388261368e-19,0.143749445002983,0.073,0.125,1.57599283586582e-14
"APH1B",7.64454969821859e-19,-0.2661173436807,0.078,0.129,1.58471515244071e-14
"MBD4",8.04602312178589e-19,0.152096382765242,0.13,0.202,1.66794059314622e-14
"RAP2B",8.19666150516767e-19,-0.103461998474089,0.089,0.145,1.69916793002126e-14
"ZDHHC12",8.19936541072943e-19,0.130695652565764,0.131,0.203,1.69972844964421e-14
"HMGN4",8.45426162721697e-19,-1.19754083509802,0.007,0.027,1.75256843532208e-14
"TMEM158",8.54901221440104e-19,-2.06789149912815,0.002,0.018,1.77221023204533e-14
"ANGPT2",8.73927749773689e-19,-0.904495371947309,0.017,0.045,1.81165222528086e-14
"CGN",8.90627622460446e-19,3.43589370016611,0.021,0.003,1.8462710613605e-14
"LRRN3",8.99055247981189e-19,3.70183564499361,0.02,0.002,1.863741529065e-14
"GMIP",9.57269619447914e-19,-0.478581918930725,0.029,0.062,1.98441992111553e-14
"RCN2",9.66263827413602e-19,1.12424208701025,0.229,0.185,2.0030649142284e-14
"TGFB1I1",9.7670543602845e-19,1.4570641180217,0.097,0.056,2.02471036888698e-14
"ZFAND3",9.80218323883846e-19,-0.128525534246776,0.068,0.116,2.03199258541121e-14
"PTBP1",9.85216818308721e-19,0.141735765264592,0.182,0.271,2.04235446435398e-14
"ELAVL1",1.00064152257419e-18,0.116172769933005,0.152,0.231,2.07432987629631e-14
"ZEB1",1.03040494860127e-18,1.84157136560991,0.096,0.057,2.13602945845044e-14
"ID4",1.07987329661877e-18,0.263319829382335,0.079,0.04,2.23857734389071e-14
"MRPS34",1.10582992748066e-18,0.101857086552208,0.239,0.35,2.29238543966741e-14
"BLM",1.1188812903741e-18,-0.430682007239715,0.01,0.033,2.31944091494551e-14
"FASTK",1.1269987455268e-18,0.187749533706161,0.106,0.17,2.33626839947705e-14
"ALDOA",1.14867144806002e-18,-0.184549199828387,0.689,0.835,2.38119591182843e-14
"ANOS1",1.16936328784771e-18,2.50832333798346,0.033,0.01,2.4240900957083e-14
"NPR3",1.22613107733762e-18,2.25174059244731,0.036,0.011,2.54176972332089e-14
"C7orf55",1.24524211939497e-18,1.31325149658984,0.164,0.119,2.58138691350578e-14
"NGLY1",1.36073714125279e-18,0.287078243661721,0.085,0.142,2.82080809381702e-14
"IL11RA",1.39764479598637e-18,2.37227278185366,0.036,0.012,2.89731766207975e-14
"KCNQ1OT1",1.41320573144061e-18,1.65563535625862,0.154,0.11,2.92957548127639e-14
"TMEM45A",1.42680596232396e-18,0.277464206989329,0.04,0.079,2.95776875989757e-14
"MXRA8",1.48345864250355e-18,1.51786825689413,0.061,0.028,3.07520976590986e-14
"VAV1",1.49545316043088e-18,-0.252384303006932,0.034,0.07,3.10007440157321e-14
"HLA-F",1.5257211100431e-18,0.358393148922334,0.203,0.305,3.16281986111935e-14
"HNRNPUL1",1.55896209247138e-18,0.136695388545482,0.185,0.275,3.23172841769318e-14
"GNA12",1.58815854546243e-18,-0.42631148365878,0.033,0.067,3.29225266474361e-14
"GGH",1.64733357501691e-18,0.157390327109183,0.038,0.076,3.41492250101006e-14
"KDM2B",1.69582748087773e-18,-0.245472619286357,0.036,0.072,3.51545036785953e-14
"SMARCA1",1.75710068094414e-18,1.94601901748591,0.051,0.021,3.64246971159721e-14
"NDN",1.76153040742204e-18,1.24903617553913,0.073,0.037,3.65165253458589e-14
"PDCD1",1.7827862497009e-18,-1.95278137348476,0.002,0.017,3.69571589562997e-14
"ZNF275",1.80486464103435e-18,-0.199753973403042,0.017,0.044,3.74148440086421e-14
"SPSB2",1.80784123382009e-18,1.84544888662832,0.06,0.028,3.74765487770904e-14
"AC109642.1",1.89955029948973e-18,5.92693245402774,0.015,0.001,3.93776777084222e-14
"AC026202.3",1.94523658932685e-18,-0.657093871082899,0.003,0.02,4.03247544967456e-14
"FRMD4A",1.94873134943797e-18,1.42062865365548,0.09,0.051,4.03972008738491e-14
"SFMBT2",1.9755947411434e-18,-0.393787132738792,0.021,0.05,4.09540789839027e-14
"MAST4",2.02279460552202e-18,1.12313299264993,0.118,0.074,4.19325321724714e-14
"TNIK",2.16411902387003e-18,1.46790305875604,0.065,0.031,4.48621873648256e-14
"CD22",2.17482599750634e-18,-1.51472703713933,0.011,0.033,4.50841429283063e-14
"GSTT2B",2.23029173462986e-18,2.24711652411963,0.037,0.012,4.62339476588771e-14
"NADK",2.26096788609212e-18,-0.135225543820932,0.064,0.111,4.68698642786897e-14
"FHL3",2.28091067540177e-18,-0.118551170033757,0.049,0.091,4.72832783010788e-14
"PHC1",2.28831893214202e-18,-0.721676009251653,0.015,0.04,4.74368514633041e-14
"COL6A1",2.29442635069904e-18,1.19495927454834,0.12,0.076,4.75634582499911e-14
"LEPROT",2.37950940010347e-18,0.821060759749632,0.395,0.381,4.93272298641449e-14
"PLS1",2.43961009138877e-18,2.80853797920776,0.024,0.005,5.05731171944891e-14
"NIPAL4",2.44348816861602e-18,-4.41588066645429,0,0.012,5.065350973541e-14
"P4HA2",2.46897317707088e-18,1.77467192121647,0.06,0.028,5.11818139606794e-14
"ERICH2",2.49701419709399e-18,3.5100682602599,0.018,0.001,5.17631043057585e-14
"SLN",2.5981641980754e-18,-9.46356425391636,0,0.011,5.38599438261031e-14
"PDE2A",2.61298493607115e-18,-0.673253222274591,0.018,0.045,5.4167177724755e-14
"MFSD2A",2.62190917875006e-18,1.57338640692211,0.095,0.055,5.43521772754888e-14
"DAAM2",2.69843103061478e-18,2.30694661335707,0.032,0.009,5.59384752646443e-14
"MEF2A",2.79905168770888e-18,1.40100994449964,0.196,0.153,5.80243414862051e-14
"STK40",2.87066400228229e-18,-0.171470856068067,0.043,0.082,5.9508864767312e-14
"C1orf228",2.90432367263321e-18,-0.865056455531549,0.02,0.048,6.02066297336865e-14
"ELOF1",2.92561759282355e-18,0.124125000210054,0.155,0.235,6.06480526992321e-14
"FRY",2.95160879181101e-18,1.52516121279975,0.095,0.055,6.11868502542422e-14
"CCL21",3.14657866940658e-18,-0.323464379055667,0.017,0.043,6.52285758167984e-14
"ARPC2",3.14884800742089e-18,-0.237701364904778,0.735,0.863,6.5275619193835e-14
"OMD",3.28067412888278e-18,3.20819473046312,0.024,0.004,6.80083746917401e-14
"NUP210",3.40901754237492e-18,-0.343465009788574,0.018,0.045,7.06689336534322e-14
"NFKBIA",3.4463582994782e-18,-0.295865398771518,0.84,0.914,7.14430075481832e-14
"TANC1",3.51229030034478e-18,1.65530850189057,0.057,0.026,7.28097779261474e-14
"POLR1C",3.53071622592834e-18,-0.317301621869099,0.03,0.064,7.31917473634946e-14
"UNC5B",3.85799066021592e-18,2.10972780388244,0.038,0.013,7.99761463862761e-14
"SLC9B2",3.96875622209841e-18,-0.729444825823398,0.01,0.033,8.22723164841e-14
"ACKR4",4.00015058375906e-18,4.15388938491186,0.019,0.002,8.29231216013253e-14
"SMPD2",4.01015011089457e-18,-0.66196063267864,0.014,0.039,8.31304117988444e-14
"FNBP1L",4.01797761134937e-18,1.49678115132414,0.083,0.046,8.32926758832725e-14
"CLECL1",4.10926354344353e-18,-1.01485026732837,0.013,0.037,8.51850332555844e-14
"ATP6V1D",4.25409811435563e-18,-0.128086119518302,0.158,0.229,8.81874539105922e-14
"IGSF10",4.3382704604091e-18,3.87384273550573,0.02,0.003,8.99323466442807e-14
"PDCL",4.45480541191383e-18,1.39395360448279,0.118,0.076,9.23481161889738e-14
"ADGRG6",4.56047158509174e-18,2.04065683278813,0.04,0.014,9.45385759589518e-14
"TEX14",4.6327906724636e-18,1.97912728151368,0.031,0.008,9.60377506401703e-14
"RNPEP",4.63437396324611e-18,-0.104864616750076,0.139,0.207,9.60705722580918e-14
"FMO3",4.6376472692961e-18,2.52016024307761,0.029,0.007,9.61384278925082e-14
"SVIP",4.78414464267535e-18,0.486207750222257,0.163,0.253,9.91753184426599e-14
"IL18",4.86084899707536e-18,0.918295613145248,0.169,0.119,1.00765399709372e-13
"ZP3",4.91859532111215e-18,-1.04605849758029,0.006,0.025,1.01962481006655e-13
"CCL17",4.97612284520357e-18,-1.22764888314887,0.027,0.058,1.0315502658107e-13
"TRGV5",5.32526549535514e-18,-1.92275428463123,0.004,0.021,1.10392753718712e-13
"ADGRL2",5.46544125098089e-18,1.81962356283873,0.073,0.038,1.13298597132834e-13
"PANX1",5.49181970539354e-18,-0.775981975073968,0.018,0.045,1.13845422492808e-13
"TAOK3",5.52970264692624e-18,1.03413001360008,0.268,0.228,1.14630735870781e-13
"WDR45",5.64249265372257e-18,0.31854609002748,0.139,0.215,1.16968872711669e-13
"EIF3J-AS1",5.85935996245047e-18,1.78777798866547,0.068,0.034,1.21464532021598e-13
"ADAMTSL1",5.87741310093805e-18,-3.69717418610346,0,0.012,1.21838773582446e-13
"HS3ST2",5.97336140326679e-18,-1.9607812008404,0.004,0.021,1.2382778188972e-13
"AARS",6.01212139622267e-18,0.361730843937486,0.062,0.11,1.24631276543696e-13
"LILRA6",6.05145500031639e-18,-0.671009658193725,0.017,0.044,1.25446662156559e-13
"SLC29A3",6.18355189676273e-18,-1.20500227272146,0.014,0.038,1.28185030819891e-13
"BEX2",6.21158223019418e-18,1.69952855803734,0.082,0.045,1.28766099631925e-13
"TMED9",6.39187782864003e-18,0.107231124349129,0.382,0.547,1.32503627387708e-13
"LRRC8C",6.58420557749094e-18,-0.159797266009526,0.042,0.08,1.36490581621387e-13
"GJB2",6.80538197668751e-18,-1.8586208011145,0.002,0.016,1.41075568376732e-13
"GALNT3",6.93824889994328e-18,2.03955009727795,0.038,0.013,1.43829899695824e-13
"DGKA",7.00337329556461e-18,-0.309434595366429,0.021,0.049,1.45179928417054e-13
"STEAP4",7.03248986146995e-18,0.984858800134936,0.066,0.032,1.45783514828272e-13
"YWHAH",7.0992397237357e-18,-0.202239843162358,0.403,0.538,1.47167239473041e-13
"MYLIP",7.26109099158305e-18,1.09541749678253,0.208,0.163,1.50522416255517e-13
"HOXB-AS3",7.33788970813627e-18,2.79327077906671,0.028,0.007,1.52114453649665e-13
"PPP1R15B",7.5686882472557e-18,0.167123804541222,0.176,0.26,1.56898907365611e-13
"ALYREF",7.72162953840156e-18,-0.382339044181972,0.026,0.057,1.60069380331064e-13
"USP33",7.76785393744096e-18,1.53843546113473,0.112,0.071,1.61027612123151e-13
"IGSF6",7.7783101369224e-18,-0.202574373864231,0.207,0.286,1.61244369138401e-13
"TMBIM4",7.93102651275232e-18,0.734798175512743,0.442,0.467,1.64410179609356e-13
"RP11-356J5.12",8.07984458475069e-18,2.61191499814871,0.027,0.006,1.67495178241882e-13
"MATN3",8.46318325166153e-18,4.47318254314739,0.021,0.003,1.75441788806943e-13
"CLDN14",8.67854752689682e-18,-2.46190174974204,0.001,0.013,1.79906290232571e-13
"CARS",9.21179405205797e-18,0.22279384258463,0.075,0.126,1.90960490699162e-13
"SEPT4",9.33806742439912e-18,1.18143230796211,0.072,0.037,1.93578137707794e-13
"NEGR1",9.48624168896343e-18,3.41615486653587,0.022,0.004,1.96649790212212e-13
"IGLV9-49",9.66667307530132e-18,-6.67233530658607,0,0.01,2.00390132850996e-13
"FAM102B",9.86752476326459e-18,-0.500639908186722,0.024,0.053,2.04553788342475e-13
"MAPKAPK2",9.91049877731269e-18,0.12268302768468,0.101,0.161,2.05444639653692e-13
"FAM159A",9.93357023679786e-18,-0.494715523919647,0.008,0.029,2.0592291100882e-13
"FLJ20021",1.01056492728292e-17,-0.236565217260053,0.036,0.071,2.09490109425749e-13
"TIMP4",1.01219130879075e-17,2.42304005689592,0.033,0.01,2.09827258312322e-13
"FXYD2",1.08000149876394e-17,-2.60023829242994,0.002,0.016,2.23884310693765e-13
"TRA2A",1.08685108276186e-17,1.13575240967879,0.27,0.237,2.25304229456534e-13
"SHMT1",1.10229373092264e-17,1.75660329478286,0.055,0.025,2.28505490420263e-13
"BCHE",1.10404340976728e-17,4.02978830078316,0.017,0.002,2.28868198844758e-13
"ALDH18A1",1.12931963984219e-17,-0.339340788786484,0.019,0.047,2.34107961339287e-13
"COPS3",1.14011512938109e-17,0.125716002105192,0.153,0.23,2.36345866320699e-13
"ARAP2",1.27290244625187e-17,1.82018668709198,0.08,0.044,2.63872677108013e-13
"RER1",1.30404845097444e-17,0.138723483415904,0.282,0.407,2.70329243887002e-13
"FBXO16",1.32721030843792e-17,-1.03216230870534,0.003,0.019,2.7513069693918e-13
"NEURL1B",1.34858410860794e-17,-0.840801651100747,0.015,0.04,2.79561485714427e-13
"PSORS1C1",1.40866868572431e-17,4.01588491313533,0.018,0.002,2.92017018550649e-13
"ARHGEF38",1.40919202027498e-17,5.04847784761109,0.015,0.001,2.92125505803003e-13
"CLEC14A",1.41761084766869e-17,1.30943903746852,0.177,0.13,2.9387072872172e-13
"PSIP1",1.44962589524982e-17,1.41431609611368,0.18,0.139,3.00507448085289e-13
"SIGLEC12",1.47245430444274e-17,-2.20633267059449,0.004,0.02,3.0523977731098e-13
"CASP10",1.51869759485892e-17,0.354425632360543,0.05,0.092,3.14826011414254e-13
"CTNS",1.54985934775249e-17,-0.463305390219775,0.024,0.054,3.2128584278909e-13
"ACADSB",1.62423236817967e-17,1.78064944853258,0.047,0.019,3.36703369923645e-13
"SIPA1L1",1.62628163307337e-17,-0.242504963577956,0.062,0.107,3.3712818253611e-13
"MIER1",1.63628839391506e-17,1.44368495504597,0.162,0.119,3.39202584058591e-13
"NDUFS5",1.65212811288854e-17,0.350395024378989,0.641,0.72,3.42486157801795e-13
"EIF2AK4",1.65511613577645e-17,0.40123835400193,0.111,0.178,3.43105574946458e-13
"COL13A1",1.79506023779597e-17,2.71454488177296,0.027,0.007,3.72115987295104e-13
"MFSD7",1.85318394055504e-17,-0.60437115643737,0.041,0.077,3.84165030877059e-13
